ranking,name,logo,nativePaymentAsset,floorPrice,numOwners,totalSupply,sevenDayChange,sevenDayVolume,oneDayChange,oneDayVolume,thirtyDayChange,totalVolume
38,Klay DinoMon,https://lh3.googleusercontent.com/rMSuWwWI5qFijwBYM25_1XnX4tEi-PKQOF8v5gLN2kWesjpe54-JPM4yWp-g4xQwyiZvGqoe2M1f5JYb68xQYK1uX2woZ4HdAsG1Gw=s120,KLAY,36,539,3001,-0.691472129381897,2864.19269880752,7.65714285714286,300.554246835906,0,272731.610191792
39,Meta Adventure Official,https://lh3.googleusercontent.com/9U41In_-8zlpJIoXwUmk9y6kqZqPtYK9acBMjCxj25c5mO4AYU-ASkXaX40aC19DzbuzWUusYQbbgwbshTTqIUtM4Ttah-FXjG0AmQ=s120,KLAY,375,3247,10000,0,261051.534336275,-0.364412769433545,23644.5926792987,0,261051.534336275
40,Oi Sunnies,https://lh3.googleusercontent.com/ODl0M4aBjdBhEsqnH9-JgSd7Hg8CCgrZ_I6bs9vBopnB_lUYn90rr7f_rWHB1IHaUo8F6LVNQ4kk-Be1KVPUyy8NON8m_CTPE66Y=s120,KLAY,49,516,5555,-0.575114386571758,6530.75612456411,-0.785254115962777,297.578462213768,40.7916269123213,260808.377915967
41,SlimeFarm_NFT,https://lh3.googleusercontent.com/WcjErxeq_EfVMTAXiivur1GzdjPxejSI-yaixuyuoCfGC4Ym4djEdEEPrfsu04u4mThoK-IcIzrFZ_rPZf3KzhHlkNgBVyjorr7K7A=s120,KLAY,85,683,5449,0.072280874048613,21660.7362645402,-0.776842642183117,867.937181456825,1.51309577371689,569148.503054526
42,Klapes,https://lh3.googleusercontent.com/pLG2wt-13aw6A6q38A-Syp_DT8Gq9Wt7C0ZqY_m8ITjJtsfEKuaBdbd7VxLozNNT1prpFp4JcoPok0fwXf0M7EB6jqdTaoDSKHhksz4=s120,KLAY,330,959,5000,-0.396393093070461,14140.9285243983,-0.719796091758709,1635.68961396835,-0.30726668348985,1627512.2064312
43,Genesis Kakira,https://lh3.googleusercontent.com/yURB6WX1zExsZ_B7E05D2ctkADt6rrrgTpCveWGbrEqXjlj9ZBSB3lypvHmxslIXsmEQTaG4tZyuAe8LyuUZqM738To5kStAYjRAQdA=s120,KLAY,100,941,8208,3.82351486604278,172476.499999999,-0.394579323511959,9386.2,0,223405.118110001
44,Meta Toy Bricks,https://lh3.googleusercontent.com/h2USGSiKwaPNifADMBRxIh_gkLBvZnRFWv4LzQCW6ixYIy-fy_pbtHFvL1OJTBKFAIlZWY8RTp--rUcfkUwhY_Qs9P_f66KFqR9adg=s120,KLAY,154,2533,9735,0,199415.694344673,-0.707702419575934,16974.8674128807,0,199415.694344673
45,BABY MONGZ - OFFICIAL,https://lh3.googleusercontent.com/mBXrtCUhaS0KkG90i5UXHpPpi5lXPHUPbb-ZPvhe6pVpK1aVxlQgzZU5eAqFsWv6H6aF3kYzufoqegjhvmwj7AJ6Ff8QOHLLpKOIMZo=s120,KLAY,51,1225,6460,-0.412383823422031,11175.6583412588,1.79693486590038,2896.43036554734,0,194756.477840171
46,[Treasures Club] MASTERS,https://lh3.googleusercontent.com/oO_FOkrBgAuLJx-vCo6xi8EJL23NX837V6e9FLOVcbMcUDFbNzNCvwf0Jljqi-gtMdDY4xLyFiJ3Wxuiz5gLmK0RHn9lUzsAMQNcq3o=s120,KLAY,150,1421,16384,-0.522759473274808,13632.0693540127,0.284198771635957,2281.43487697222,0.370525509739477,1686711.71362407
47,HODLERSDAO,https://lh3.googleusercontent.com/BXu68dKNkIhSr3avZaZDFK3DVd1Lz4BixFGLuar269ku5AYvt_VCgMZMiPwEMw-vXrbWkHOXk6OoK2Vkw5LOS3Kfp9W1dv7drzRDXg=s120,KLAY,92,1098,3752,-0.85048805772333,20898.4989528617,0.69370741482966,2095.84510937157,0,160676.623928253
48,Pixel Ground,https://lh3.googleusercontent.com/VRVVLTa6RRBqoP-Al92MO8yLPH8z0RJolCkYxox_TpHlP-gCyhxpZsgshiNXvvUmmOR1TeMcax74nu69mMy0nYBsP-jfsH5Shj8JGg=s120,KLAY,48,1411,9283,-0.657857719192204,11735.1356080669,0.83273381294964,2021.54968663887,0.085587642287071,281521.110538007
49,KlayDino Baby,https://lh3.googleusercontent.com/hEyF62UiwNPXf_PUsiqFaYZHap8gnNMEmaHTvGNovD62hM37fdUPHaDbV_kKHOOLUsM5MAhX-OtdQVMoAnE07V85pmJeAp8OxN2OGw=s120,KLAY,30,939,8888,-0.649996257765138,4638.65306898822,2.16376811594203,649.613783012656,1.49586616105269,327594.084786107
50,SlimeFarm_Land,https://lh3.googleusercontent.com/WcjErxeq_EfVMTAXiivur1GzdjPxejSI-yaixuyuoCfGC4Ym4djEdEEPrfsu04u4mThoK-IcIzrFZ_rPZf3KzhHlkNgBVyjorr7K7A=s120,KLAY,990,318,502,0.293636686811234,11250.0447728437,-0.74934036939314,978.98163728144,-0.32948983490759,331324.114355549
51,KlayRabbit,https://lh3.googleusercontent.com/0cdWDR5LsRf5xqwobQfI-i2oqA1XlaxqLIUpRBwLrinqeNt540wGEVSjDXFA5011R4av7WMq85KGH3wzBSPIYvI0xIw4XchZPu5W=s120,KLAY,23,2335,9691,-0.662112801588667,2143.4477440437,-0.104166666666667,85.3058258346136,6.01851623118206,417995.538368919
52,VirdKongz,https://lh3.googleusercontent.com/mCH-3r3HM2y8pxNjfN2rCVglnSZbnjy2DJIgGuaIxD4V6keppeEJxRVpi1kldUxD2Y9kjK3KIRC2_fzOzPHzVx9tl02SZTVk-QLN=s120,KLAY,194,547,2999,-0.772162591930034,8186.38349550077,-0.654515778019587,629.87441168581,-0.417243033900224,340549.18892872
53,BabyKlapes V3,https://lh3.googleusercontent.com/Z0wNB7OoPcZaApRxxHK-dsDd1-LS_RrrPU9mUO6cJZRv7uTkyBnzKyaI7ICliNH_OV6rPCdgvjZZBu4Yampg8m874vbtpOneoOasbx0=s120,KLAY,211,702,4792,0.014901424399838,14455.3697661375,-0.675217455403214,2185.21784085644,1.15107492719089,153472.054738947
54,thisnftisvoid,https://lh3.googleusercontent.com/wi6MXHEV5HZndd0luBx69fPN5MSyejKICC-TMPDHdkPdgSEHWGI09y-leNg0ZG8M6rOQ373oEt5VWhyD3UXJOnfAj2oMGqHmB-foOQ=s120,KLAY,1,939,9999,-1,0,0,0,0,103162.317406784
55,Mongz,https://lh3.googleusercontent.com/QQznhGXPgiHc_-7Ub5bJre8XFhQnqfOBpMDY9pJD7-ewE2r-kMEIzqtkFTEhmg81yrwWPZGk9KJ8samIlmr57ZLGHlO27vXxmWXn7A=s120,KLAY,20,744,5554,0.102107067611956,6537.46835906064,-0.798673338764111,346.151876508889,15.3588780651663,193801.429705907
56,DONKANZI 125,,KLAY,600,445,4003,-0.671758698286308,22571.3263589143,0.2072,2993.63932987051,0,100586.479869291
57,BadBaby NFT Official,https://lh3.googleusercontent.com/GQvl9xlqIt-8d92FW5JvqOwJC9m2qXbVq2fkM8R59VUXpRqYCHQaJcAeuFkMjfw7hBmxnSsAWotn76lo7_y3TMhytA1ph6IagHNmYw=s120,KLAY,120,391,958,-0.41560299925591,6126,1.97210300429185,1385,0,98174.1566459801
58,Mee Cats NFT,https://lh3.googleusercontent.com/zUiK5acKggHH-qie1ZovGlIp9AmBnrDHEPLotvwUDHm1wxe3POhWa5lNID5TxuwImy4omHIw6XGaWA2-UfuKygMspLo_3GI9IUoyfw=s120,KLAY,169.9,755,2325,0,97101.4375200135,-0.54662898526363,6420.80088277611,0,97101.4375200135
59,OYO Universe,https://lh3.googleusercontent.com/iUWMzHKPDXDvpv-7qR38HIj8sMjjOVEIhwN2ok3K138p5M8jvxvGi8HgSdEHLd6q4BJ-YL08G0-ysa1EpVpJyM83DnXVzqXDMrHiFvU=s120,KLAY,99,794,9999,-0.024507247888205,13917.744677738,-0.595305832147937,564.407149998781,1.60215247263077,133031.360411636
60,Klay Museum,https://lh3.googleusercontent.com/s_-CDHuI97aBBvjWHS-k-2HIkT5Q5GttswPcquBg99rtQtHKo4OU-93IJWCeT7vMi5_0dDsYpv0Lbzy1H-v-DOgG26oZcVYohbx9Yg=s120,KLAY,56,588,5465,-0.766966291601724,9743.71078108616,0.916748285994123,1941.20350184115,12.9073507024488,132494.796686419
61,META CATS V1,https://lh3.googleusercontent.com/bOft8zpI_3wqsdiCbRUh0AMQVu14kU7cJCaF65XCZ_n1F6JWQNRUX7wAu5OwHTHud0-a9zAYQxb-fn2VDf_JMqkk2ehnPA3ltA_f0g=s120,KLAY,31,1373,10001,-0.465570034892831,4519.03233594264,-0.052,237.843807154876,-0.545472339931551,1814947.07257778
62,Project Spoon DAO,https://lh3.googleusercontent.com/y3ZKplRd6XdgQw_AzzJ-JByWd-yyiD1vOxN-bRQt-qyLdKioxpjDX-_1y5zzG_rMcA_jKML68xh8fUMhI2B5V8xDqRLqjyP2yyhv=s120,KLAY,50,1408,9999,-0.380035236427703,3382.27680152169,20.28,1055.4116126515,0.19195713225155,275063.878016839
63,LGC LazyPeople V1,https://lh3.googleusercontent.com/MSMc6Hf7cQaUPnKY37ob7kwsZniqp5YNRZxO_Avda5lg_dPQFjEJuZonRvFP3bh1Y6CQlk4iwDYP7UgO3sHW6saqP7tJlWl8cHvs2ik=s120,KLAY,70,1078,6000,-0.658840680319334,2437.36599117224,-0.53485254691689,344.199087960592,-0.480657143198448,243996.912820544
64,Gaia Supernova,https://lh3.googleusercontent.com/hAiWLsSF8BSYRK69Y-F0tZksJ8qWzp7zLo-07MR9OEMRCISa6fTHi1GgDL1cqQ0utUZRczV9zKnZWSEob1NvQmH7gzt0Iz6XyqkS=s120,KLAY,1355,596,1000,0,82135.6332031117,-0.004165684193979,12567.7303874948,0,82135.6332031117
65,Meta Adventure Kongz Collaboration,https://lh3.googleusercontent.com/7gB1vnVZwxOOk7djWW7-XBJzD1tqYc-Ntq3gXaD32zfBdMUxJuwTJSHn6sAIXrQ0ocEPoctPf88hRQwQ1fHGeswutXIQ44NhnQvK_gg=s120,KLAY,1250,88,100,-0.287749287749288,4959.64103689614,0,2380.62769771015,0,80911.5838759236
66,ARK-RB100,https://lh3.googleusercontent.com/-I8fXkUyg8sBGPmWFkwaoNVfJ8Ah9afvJbt0ME9hWTpkFJw3WunWqXjjnCPTcniFNc7loNNT437kKv94LMHyXDuKSY6GMD2sJHEK=s120,KLAY,7000,85,100,0.205297840325721,13818.029117102,-1,0,0.12934746437612,151936.878435511
67,Klay 3 Kingdoms,https://lh3.googleusercontent.com/q8r6C2147ULAXtKRtL1yOFIG-4SUiqDWMfC-4bgrNoC_y5tRwmMrjk-Sxbojj5RuOxrPkOKHHNLPKWNGGfqZ0YbYoM7oSnELX6E1=s120,KLAY,225,397,1649,1.38507805325987,10393.9604213915,-0.412552891396333,2500.09693466969,0.469100920565882,256090.562469932
68,Cuna White Witch,https://lh3.googleusercontent.com/v1-XhSguxocO-TB_UN3X61timVJvvZrsi0gtpSiewCSLAaNjRB0UHhmqA1hoGQ6alXKdcP2sx0UrHjYk7rnsA_4fqscuneNGSKwkQw=s120,KLAY,30,1204,9997,-0.383820349865688,3731.53472333992,0.195967741935484,441.308859463019,3.07175624612171,158674.955257494
69,The Raving Goblins Club,https://lh3.googleusercontent.com/txxSNh8QpFBol7GzQhlT-Sg9FZjBsRbJgA9_UbHTmAUhxAANXv3YR1UgZd23iGi5yZFtH0jeP1xylAlOtN5qyXQkCqz5u2JIgP9C=s120,KLAY,137,1080,4919,3.64733439653699,48560.7877240471,-0.165516183463721,5396.089448143,0,59009.9578462213
70,Little Toy Club,https://lh3.googleusercontent.com/XE4KRs7G2CkKUBCBehy6QFVqnLDhUuyb4a_XcT5xtjS2DN5yaN4roxdEPhvD72ngadZb49UjTP9SQvwTRbMHrQvdaLQxA_phXcvTvQ=s120,KLAY,32,607,5000,-0.601625516671259,1482.96551476577,2.53061224489796,354.918526105299,-0.613123946147636,207930.093429551
71,BIAS CARDS,https://lh3.googleusercontent.com/sbmJDyxScjY8DuaOnM7LbLTvMMfuW8-nfGSHT6Q7hIjc_V8fTVxBS1nwS4_A2wkXKYH8VXtooSAKY3JuSgnYxGzKeVkH_B11B6p4lq8=s120,KLAY,34,1544,4,-0.221288515406162,4687.85270807423,-0.630403458213257,508.859170385544,3.01437717299393,68997.9210290927
