ranking,name,logo,nativePaymentAsset,floorPrice,numOwners,totalSupply,sevenDayChange,sevenDayVolume,oneDayChange,oneDayVolume,thirtyDayChange,totalVolume
47,Do Not Buy! (Old Contract),https://lh3.googleusercontent.com/GgJibqTQ1F9dm55Jy0Ijcln06ttjyvGMJmHq6eRHlnoJbwFxIayLXCpEHnt9Nxviaw0zo9jExN9VLKugf95m3ggAYl-6yN7aToO1=s120,ETH,0,4498,7777,-0.999844925772599,0.14887,0.0015,0.0015,0,3545.30036275634
48,Acrocalypse,https://lh3.googleusercontent.com/2A1CFc0BZ_4wmXLeAd-2KgxsRGa_KdkvBRex3BC64HoPnLPzBjPz79xmX5JPq6OXEx8yhc38oGIlh1OjwDqvgU0-Tx_s3P9hAdUY5Fk=s120,ETH,0.51,3760,10025,0.79112780019301,480.918953396801,0.197613468521995,86.2732,59.904548736799,3593.44247668345
49,SkuxxVerse Pass,https://lh3.googleusercontent.com/XwIn-1ZdQpG5KJ9TUIDDvzQxwIdk7xyYnP2077a2Y5bDs8hihErufVuVjYgJXzqnTYtlMMs0z5O-dQVJb9QFRou0gD27D0hfkGxBfg=s120,ETH,0.359,3002,7777,0.013174692725504,244.5748558,-0.197504470893668,16.9881,18603.4596627319,3497.82641659359
50,Look Labs 420 Game,https://lh3.googleusercontent.com/oLh0YxnRwrQLb0G58iVuPOshNhLEe5Djx99pnbR8dqgHTR-2BZKuPXVL3nPH93_BJxDZ2EcOOHVcb3xN7UnMF9yJlgnzuGJVhxF4MQ=s120,ETH,0.73,716,2,3.28232337610605,1045.69973071343,-0.099811393749317,187.52795869697,0,3496.75353434652
51,Hero Galaxy: Heroes,https://lh3.googleusercontent.com/DduOoAikAyFHfZG0FNqYQl3lcdnr5s5FWRtHUuzAcantq7RDCnnROEHOH5hVzYyfxS87t5ugD7hfdfr-jb9dnyDSo2am0G29hR1ko2I=s120,ETH,0.545,2080,5555,0.107166744190052,209.56033625,-0.277462321382685,12.934436,0,3230.25772180186
52,Loser Club Official,https://lh3.googleusercontent.com/lboeLdy4a1Bodfib2FRXkqLeWPCaGbCeWs6GdOMQhXqO7r41feS7iRkyb99qoHaxpmYb9NF7wnvyjt7VU5Jwo2YGrAst5Dgtm_RpRQ=s120,ETH,0.328,5536,10000,1.47902984213575,2248.26555839847,-0.676637508303818,143.0836269,0,3155.17902921887
53,Gray Boys,https://lh3.googleusercontent.com/YyDYdthDkWfr19tpjCedtcgLdapxiTkQ2zjmPDdBUngMobX-meNlniRtWkfUrXCrk-7o5YgaD31a8nxZKQLUz3S41ImMQgoYKe04Vg=s120,ETH,1.108,3296,10000,-0.226436212559957,227.6949,0.810733533783401,31.9178,4.11933025107942,5039.92760545182
54,Gutter Juice,https://lh3.googleusercontent.com/xsApnCm19QrZDa8uPuZ8GBoNxRbKW5aPZQsUedWh3giAEM5Oo7dEDDjAQcEdVHDvbDlHfmOOv2mqyv5owaGHWvmDfc4zZ8Nq-gRxbw=s120,ETH,0.22,8009,28000,0,2718.93959474905,0.39803905402822,234.650759,0,2718.939594749
55,alien frens,https://lh3.googleusercontent.com/_zidXBb2QsMBD6OYdjED63tczeXDUr1ah7zvhSSLHQjU4BF-H-lUexkLJ76_ahmbkkItEiH738jVPG88DOFVdt4GX377cvNNgCyzFT4=s120,ETH,1.59,6794,10000,-0.272432138998482,403.753711785125,0.242023394411612,46.8428999,-0.565411034106229,21216.8199183281
56,Creepz Genesis,https://lh3.googleusercontent.com/r_FGZQ0mgacLAOzH1MxC9n-yyygNmg37QyjYvM3g4HCl1mOkeGif7_8IW62v_R4Tvx9O9EWdHkNmiQQW30DNxwcvuSbg5EM1FQeSDIo=s120,ETH,2.1,311,11111,-0.390352278923626,286.514890898295,0.125161334480601,46.029,-0.862163744407756,24601.4389333287
57,HUXLEY Comics,https://lh3.googleusercontent.com/7gMGh7tsUXwYFz-pJdYLWo3GdrzUF8e0aiPizi2XeWTBtxCdPU8Zt5dW7P3Ev3Fi5o1XM91SCNe89S-mk0uE6_DTFve6krp6uAByQ3o=s120,ETH,0.248,3562,27788,-0.721357192298083,284.3773415399,0.074284892681128,21.19619955,5.7811672523282,3551.18406557607
58,Mavia Land,https://lh3.googleusercontent.com/KwtlzGCHxo9CgfOzLHrO1f6a8ty1QSBGFpGyof9DlVw4zpQ-N_tbqzAwI3kQNuItCM47XwwJp97jqs86k6fW304hRLgFpLrBMXPrGQ=s120,ETH,0.715,2406,8001,-0.306879529423446,1027.19784991277,-0.04625306661336,90.4134686969001,0,2509.18820154431
59,hausphases by Haus,https://lh3.googleusercontent.com/zpYSsc9x7hJ6veSPqx-IzrDUMrfdGnimXa15KkR2ctEvHIFMmB3n8ogN4C1jAlIVjjicCzE6kj2WRyYeR6uYvBH22xQnJPOPVz5cQQ=s120,ETH,0.58,5181,7777,0.617446044030382,475.846166863968,0.564870635333263,90.0850799999999,-0.563352468143828,8146.74333805066
60,Parallel Alpha,https://lh3.googleusercontent.com/nxaymgd9aJIzLXb0r3oLO0VCMFi0Zex1ubTmEYekEKwOVq1YijOULDeT1qCjk71OTsQW47zmvZ2ZuycXorgu6WA6Wosc6CiOuVnAXGk=s120,ETH,0.001,43635,529,-0.471161633609611,431.111017614771,-0.514709975800252,24.968892999999,-0.70313449656661,64039.8399368551
61,Women Tribe NFT,https://lh3.googleusercontent.com/2LhfMy_lvayjRds1DtRGNbJUNSUFderN5QwuKs7AQ5YkyUpbxPrBHXg6b_YxBw3sExI9aD9s5F1KRB_ZrubmOcLamAMiXohzz67CQw=s120,ETH,0.1069,5305,10000,-0.454966514422795,47.440083799,0.316016703643014,4.8106859,0,2388.8217790789
62,RaidParty Heroes,https://lh3.googleusercontent.com/xFWORGa69G8bUyY9cDTO-33PSBKd2Ua8GoPQj_0v1xyYgyUYRR05QJi7Fl4Xv75Vdxm-j8Ov5m9hIpR6tw246IGAOGP7vB4VTulYnA=s120,ETH,0.799,1569,5337,-0.355945552461359,543.731688977388,1.69837138114806,194.2052999999,-0.750961266886883,11836.85520365
63,The Walking Dead Official,https://lh3.googleusercontent.com/N6RmCQqaCOaFluQihElP55ucIlcyShXyzYV3ceMmk3ihJC-ZZgIYsrNdbOYCPZUT_nXS16izBMvPgBU8MF1q7LQFC1M_WNdViAwLHA=s120,ETH,0.39,2977,5000,-0.845339094662556,312.713529730428,0.042945996336138,24.480549899,0,2334.64356465496
64,Bunny Buddies,https://lh3.googleusercontent.com/uRNiQu5_VpjhHoYy_QTvqOpIWs5QvSJ36hCrsGV4jP2YDJqIwfBVtR_XALDmmHHyFks6FC919AzvXv0J1AT4WlSEGM6VIODNt07snw=s120,ETH,0.13,4790,8888,-0.828871284454801,85.6283725321001,-0.07289173835641,9.3791,0,2299.80020742961
65,Kaiju Kingz,https://lh3.googleusercontent.com/80yXYN287mZWxZhcBImQes5pVi19Tm5X9q2xj6DU2o_WUJKB1AybLpiFv2nL2WL00c3idD_XAL12wZLKsV1jzL8x2fTYlakHZg3JxA=s120,ETH,1.35,3079,5316,0.128694694226677,410.1035109,0.27996631008465,83.8229969,-0.398759728628987,23792.2077368468
66,DeadFellaz,https://lh3.googleusercontent.com/seJEwLWJP3RAXrxboeG11qbc_MYrxwVrsxGH0s0qxvF68hefOjf5qrPSKkIknUTYzfvinOUPWbYBdM8VEtGEE980Qv2ti_GGd86OWQ=s120,ETH,2.39,6165,9999,0.214346222579214,439.759588135928,-0.497171859078655,32.115,-0.720351920560028,24385.0583347831
67,The Orbs by BT,https://lh3.googleusercontent.com/CpUPdCh-yk-F8w68DjV5Dt2hLtLFq7gFtZNGITrBlMwdul2ZR_qxGcz18gt-502WgDADvOnHYoDf9yFdR-FfuVDLpu9N9iRMd2es=s120,ETH,0.78,1416,3333,-0.339396306347839,85.9788,0.346485200845666,5.0951,0,2258.5893201211
68,"I Like You, You're Weird",https://lh3.googleusercontent.com/m3ItIEvgov0fZVFGX8suBYdLTk9hTNKb2DNPvWFHnTxpIx-6D_kzR6c1uqXDssIITM9MI3eGkuyXU7ojyxRoCpWK0QOOU2rEciE3Tw=s120,ETH,0.1585,5110,10000,0,2230.31415636518,-0.399793008174127,107.4208348375,0,2230.31415636515
69,Tales Of Tsuki Genesis,https://lh3.googleusercontent.com/yi1gth2WBlVkXk5hWL1USe73vGbOapZOA2hU14xYrt9fP3tI9C9feqh0PVpdLdTSxo628sJJIR_gUXTebPqcjp-wu7NQhTpuBNlKOA=s120,ETH,0.029,5864,10000,-0.603559047456612,12.163354125,0.516014579354353,2.036,0,2186.14724485371
70,OnChainMonkey,https://lh3.googleusercontent.com/DiZDS55tz4x8hmupgiNQxHHq1kuts0n83RNwpytSpNJ90IKyNxRzDLMVPtCQOBd5IlEjE5nlvwXISh065KHXfOS7F5tS-Dvdh-dTMis=s120,ETH,1.89,3002,9500,-0.139242719951069,182.6948,2.89730722154223,31.841,-0.228408354167627,9076.50402728944
71,Grails by PROOF Collective,https://lh3.googleusercontent.com/aCqYW0G0Zh1gBfwnP-MP0Dq5qn1i5ed2eMRl5Z0X2lYjNCPZlaevbK42rI6MyFGAJOR3e5yJnADg44h_-2a-mO--lP90gdpu8IONjQ=s120,ETH,2,678,1036,-0.835808796379515,268.429,-0.4331749439205,23.5,0,2131.266156
72,BYOLand,https://lh3.googleusercontent.com/KbV7LSUwQfKg05RPpQsKy6oMBDyYCLIk6B_oeDkCWY6aGOzLCH2dBps5-eQOsyyVsqZwlXJ0r48HNRhdGCJPqazVZOw6btBoQnqg=s120,ETH,1.224,2951,10056,-0.670118752134164,136.4007,-0.176573898946231,6.095,2.23649899275513,4522.01037492304
73,ALINFT,https://lh3.googleusercontent.com/sZ-hLGAPCyovhQ-FPUEokpYMM9c5qTdECAtHKHNDx6vdzsBjWmB0iMIzceTelEBvCk6PunoItB43NQ_n62TtVdZ0uNbTZ1E2xctydA=s120,ETH,0.04,4006,8110,-0.560246206304761,9.25245455549999,-0.512925757903075,0.6764,0,2056.52572062166
74,Farm Land by Pixels,https://lh3.googleusercontent.com/W3vxS7fioumIQy8-t9As7h8a8uxufNnLRbLVl3PTQ32eBW8papu5C0AeBhtM_fvsFnomdn9WQLJVBPhQOiwo7z7oV1c8oYQR_DRe=s120,ETH,0.7,2396,5000,-0.08820272499391,218.92579899,-0.257336353875243,11.0619,-0.212364710200438,4663.32361854583
75,Gooniez Gang Official,https://lh3.googleusercontent.com/OI59gxLlnJR1Vl2KffEVx_dK6hwpnAv2fkypmPuAMgJTJCFTEMuY4m40H6gotvEJN544Zg-XbcH49JC7diyPwmLGKUV8K2Vyt2YQKg=s120,ETH,0.12,5765,8888,-0.510464541403617,29.46460532,-0.268348592064089,3.272886,-0.463432669588728,5679.26817390791
76,Zoofrenz by Zombot Studio,https://lh3.googleusercontent.com/2pdrMlu5UF2H5wgkJW9Xdnm8xETZbJynokigR-Z9MHBMyYnIXmEZte-sOh6LDVfVY2kpEennWkmJNNvaHMws3jsk9GlpMoEQIR40jQ=s120,ETH,0.4269,3402,6666,-0.046213107988083,144.4032599,-0.121290179256211,16.6128,0.159167903889157,3684.80507266987
77,Town Star,https://lh3.googleusercontent.com/wp7V1K4Ezhi8yHU6LFpff-GMsjend65nRiwNz5pGAjCwk7ybznEpfUvXiIxQoOWBmeN00AGjVTRhLUqY4fee1fus=s120,ETH,0.0092785,39615,429,-0.032681857339135,342.023932679764,-0.141050873585181,36.157709725499,-0.647629304667103,29173.3836448589
