ranking,name,logo,nativePaymentAsset,floorPrice,numOwners,totalSupply,sevenDayChange,sevenDayVolume,oneDayChange,oneDayVolume,thirtyDayChange,totalVolume
68,Blokpax Razz,https://lh3.googleusercontent.com/kTo2os3VM0wL0HcALOnIc8QmMutU8-rjcaqomht80e2gIDRyYcnypxsBxKQU1VRbGD8MBqHnUQRmD_BEvXimGd50skpK6-16KSRBlA=s120,ETH,,98,36,-0.626433561208861,0.1,0,0,-0.184487711057537,65.1086678742078
69,Bezogis,https://lh3.googleusercontent.com/OoBwIRxUH0xLmORbqJfd_LcEh5coO9co_m4Q7EDtZeZZ5vQZTQEn7nRKv_LCt4V1RSwPCImkMetA7Bp_mdzYaTOhrv6EG6njAsQS=s120,ETH,,739,4096,1.04666666666667,6.447,-1,0,-0.578910338884089,213.4862257
70,Space Game - Spidox Droid,https://lh3.googleusercontent.com/ZL21U1P3GXwgr1NtlaQmz56cOGxJcepvjrA2Jf3tKyMy5mYz3EegQ6P61fu1IIs54mBQJcXSdsfMrtqPsqDwS0vsRyhl_7CheiYW=s120,ETH,0.0088,766,1013,-0.915791623593087,0.0409,-1,0,1.02241059149384,23.5811799
71,Genesis Curry Flow,https://lh3.googleusercontent.com/qhwm6gQ8c5XnG1a0Qwd0AIXV5UvdzX5YAXQ4IO7qto5b2QrzM3oh_DoskIeGuv-E352Ci0ZbgYEeRTJwBHrDLGlcIC_ROa8RSf-Obzg=s120,ETH,0.099596,2197,5,-0.388099499795497,1.347955,1.0018227305218,0.280055,-0.724077183428272,2153.5641218347
72,The Visitors,https://lh3.googleusercontent.com/rj9UOPjE50WAH3QXvHSO5BD3jyR_kdEkU86E71fMrhYSxDBMl4SPOg6_zuCckKNDVTubl1CfDxjplKpPlNgBPTeuNQxSQecUS3BeYA=s120,ETH,0.08,2250,9043,0.54636211134085,3.96379,-0.138297685372327,0.4903,-0.643719217502408,427.511027353637
73,GFARM2 NFT 3,,ETH,2.3,74,180,1.6,3.9,0,2,-0.570676031606673,64.5917
74,Chumbi Valley Founders Collection,https://lh3.googleusercontent.com/7faAXnC0wUv-cz9EocVpLZIK_xj_rRISV0e12YE8h4GFHos_UgT-_h5Oqmdi4crsR0Eg_ahZ9tqNa30iFvGkzLnmvMPb5LQo1nn4=s120,ETH,0.0029,2097,14,-0.663056615399199,0.7109,0,0.2481,0.480779601466671,187.221565
75,DeRace Jockey Club,https://lh3.googleusercontent.com/POAr0Pm7QhOhStClcrx4MYSYHWmkszSjj3nhqhkVZa_hTyvYumMKSPgef4B0qE0BnhbzuqT8l8CwdfzIOl9RtEe7Dt6E3nQSHij-fw=s120,ETH,0.159,1775,5000,-0.010178395534639,3.6176,1.02054794520548,0.295,-0.579564861386274,951.171298779995
76,MYBIAS(SWITH),https://lh3.googleusercontent.com/w9jxz2woybnv0K3azOta6ontKFiF2sUN4w5y_-ejSRu6nF3WpAC7KXtoNbw8no-oD5GSezBlFrG3mBBNyHBhBtl-CDzmAnJePgMQNew=s120,ETH,0.03,242,700,471.366666666667,14.171,-0.992893184563997,0.1,12.9102752473308,16.6989
77,Blokpax Vault on Polygon,https://lh3.googleusercontent.com/y9QdtEETyPAFk2iJ_UdIA_gy-OcdPiHgPxHmg0I1ZpTzG02CuCafUTZyBEr4kJ0E4gJhbHur_T5qldJQZ4Gpy09Y8l2_XfmNXnM-9A=s120,ETH,,185,259,-0.814814814814815,0.11,0,0,10.0087513674012,19.1578
